label,perc
Supreme Court,0.832974137931
Ford,0.725215517241
Senate,0.640086206897
Senate Judiciary Committee,0.553879310345
FBI,0.375
White House,0.322198275862
Congress,0.24892241379299998
Judiciary Committee,0.245689655172
GOP,0.243534482759
Washington Post,0.239224137931
New York Times,0.172413793103
CNN,0.17025862069000003
Fox News,0.14439655172399998
Republican,0.10452586206900001
Yale,0.09375
House,0.09267241379310001
Palo Alto University,0.0851293103448
U.S. Supreme Court,0.073275862069
Reuters,0.0700431034483
Yale University,0.0646551724138
CBS,0.0635775862069
Republican Party,0.0625
AP,0.0614224137931
Facebook,0.0581896551724
Trump,0.0549568965517
Associated Press,0.0538793103448
NBC,0.052801724137900005
NBC News,0.04849137931030001
supreme court,0.047413793103400007
Wall Street Journal,0.04525862068969999
Capitol Hill,0.0431034482759
Dr. Ford,0.042025862069
house,0.038793103448300004
Justice Department,0.038793103448300004
Democratic,0.0366379310345
Post,0.0355603448276
Politico,0.0355603448276
United Nations,0.0344827586207
judiciary committee,0.0334051724138
United States Supreme Court,0.0334051724138
Democratic Party,0.0323275862069
F.B.I.,0.0323275862069
Google,0.03125
Times,0.03125
Vox,0.03125
Trump administration,0.030172413793099997
Senate judiciary committee,0.030172413793099997
Brandeis University,0.030172413793099997
ABC,0.0290948275862
Bloomberg,0.0269396551724
CBS News,0.0258620689655
MSNBC,0.0247844827586
ABC News,0.0247844827586
NPR,0.0247844827586
U.N.,0.023706896551700003
Democrats,0.0226293103448
U.S. Senate,0.0226293103448
Senate Judiciary,0.0226293103448
Yale Law School,0.0215517241379
US supreme court,0.0215517241379
USA TODAY,0.0215517241379
State,0.020474137931
FEMA,0.020474137931
State Department,0.0193965517241
Republican National Committee,0.0193965517241
Georgetown,0.0193965517241
American Bar Association,0.0193965517241
Equal Employment Opportunity Commission,0.0193965517241
Georgetown Preparatory School,0.0193965517241
Harvard,0.0183189655172
HBO,0.0183189655172
New Yorker,0.0183189655172
Abuse & Incest National Network,0.0183189655172
House of Representatives,0.0172413793103
Stanford,0.0172413793103
Hart Senate,0.0172413793103
University of Oklahoma,0.0172413793103
USA Today,0.0161637931034
Catholic,0.015086206896600002
Amazon,0.015086206896600002
Dirksen Senate,0.015086206896600002
Democratic National Committee,0.014008620689700001
Republicans,0.014008620689700001
Netflix,0.014008620689700001
Fox News Channel,0.014008620689700001
WaPo,0.014008620689700001
Senate Judiciary Committee on Capitol Hill,0.014008620689700001
CIA,0.012931034482799999
United Nations General Assembly,0.012931034482799999
first Supreme Court,0.012931034482799999
UN,0.011853448275899998
Facebook post,0.011853448275899998
