term,left_bin,left_perc,right_bin,right_perc
kavanaugh,10.0,1.081,10.0,1.062
brett,3.0,0.301,3.0,0.28600000000000003
supreme,2.0,0.18600000000000003,2.0,0.17
senate,2.0,0.157,2.0,0.16699999999999998
trump,2.0,0.129,1.0,0.096
allegations,2.0,0.128,2.0,0.158
ford,2.0,0.126,2.0,0.142
judge,2.0,0.12300000000000001,2.0,0.184
assault,2.0,0.11699999999999999,1.0,0.075
nominee,2.0,0.111,1.0,0.09300000000000001
democrats,1.0,0.09,2.0,0.14400000000000002
confirmation,1.0,0.083,1.0,0.105
republicans,1.0,0.08,0.0,0.0
nomination,1.0,0.08,1.0,0.10300000000000001
accusations,1.0,0.079,0.0,0.0
blasey,1.0,0.075,1.0,0.057
christine,1.0,0.064,1.0,0.06
judiciary,1.0,0.059000000000000004,1.0,0.071
fbi,1.0,0.051,1.0,0.067
donald,1.0,0.04,1.0,0.027000000000000003
testify,1.0,0.037000000000000005,1.0,0.032
conservative,1.0,0.036000000000000004,1.0,0.012
yale,1.0,0.033,1.0,0.019
abortion,1.0,0.027999999999999997,1.0,0.017
sexually,1.0,0.027000000000000003,1.0,0.02
ramirez,1.0,0.027000000000000003,1.0,0.019
washington,1.0,0.025,1.0,0.038
flake,1.0,0.025,1.0,0.018000000000000002
investigate,1.0,0.024,1.0,0.016
collins,1.0,0.024,1.0,0.027999999999999997
roe,1.0,0.023,1.0,0.006
hearings,1.0,0.023,1.0,0.039
gop,1.0,0.023,1.0,0.024
bush,1.0,0.02,1.0,0.015
college,1.0,0.019,1.0,0.008
misconduct,1.0,0.018000000000000002,1.0,0.034
mcconnell,1.0,0.018000000000000002,1.0,0.015
appeals,1.0,0.018000000000000002,1.0,0.01
twitter,1.0,0.017,1.0,0.013000000000000001
grassley,1.0,0.017,1.0,0.023
judicial,1.0,0.016,1.0,0.005
classmate,1.0,0.016,0.0,0.0
circuit,1.0,0.016,1.0,0.005
wade,1.0,0.015,1.0,0.006
rape,1.0,0.015,1.0,0.022000000000000002
professor,1.0,0.015,1.0,0.013000000000000001
oath,1.0,0.015,1.0,0.002
chuck,1.0,0.015,1.0,0.013000000000000001
american,1.0,0.015,1.0,0.024
susan,1.0,0.013999999999999999,1.0,0.011000000000000001
students,1.0,0.013999999999999999,1.0,0.003
clintons,1.0,0.013999999999999999,0.0,0.0
campaign,1.0,0.013999999999999999,1.0,0.01
teenagers,1.0,0.013000000000000001,1.0,0.011000000000000001
leader,1.0,0.013000000000000001,1.0,0.015
graham,1.0,0.013000000000000001,1.0,0.015
george,1.0,0.013000000000000001,1.0,0.01
feinstein,1.0,0.013000000000000001,1.0,0.022000000000000002
elections,1.0,0.013000000000000001,0.0,0.0
capitol,1.0,0.013000000000000001,1.0,0.016
schumer,1.0,0.012,1.0,0.011000000000000001
kennedy,1.0,0.012,1.0,0.009000000000000001
jeff,1.0,0.012,1.0,0.009000000000000001
fox,1.0,0.012,1.0,0.011000000000000001
victim,1.0,0.011000000000000001,1.0,0.01
united,1.0,0.011000000000000001,1.0,0.011000000000000001
probe,1.0,0.011000000000000001,1.0,0.015
prep,1.0,0.011000000000000001,1.0,0.003
opinion,1.0,0.011000000000000001,1.0,0.017
leahy,1.0,0.011000000000000001,1.0,0.002
credible,1.0,0.011000000000000001,1.0,0.019
clerks,1.0,0.011000000000000001,0.0,0.0
swetnick,1.0,0.01,1.0,0.017
precedent,1.0,0.01,1.0,0.004
mitch,1.0,0.01,1.0,0.011000000000000001
john,1.0,0.01,1.0,0.012
georgetown,1.0,0.01,1.0,0.004
false,1.0,0.01,1.0,0.011000000000000001
denies,1.0,0.01,1.0,0.012
deborah,1.0,0.01,1.0,0.008
criminal,1.0,0.01,1.0,0.006999999999999999
counsel,1.0,0.01,1.0,0.015
1980s,1.0,0.01,1.0,0.013000000000000001
whelan,1.0,0.009000000000000001,0.0,0.0
thomas,1.0,0.009000000000000001,1.0,0.006999999999999999
sworn,1.0,0.009000000000000001,1.0,0.003
starr,1.0,0.009000000000000001,1.0,0.009000000000000001
roberts,1.0,0.009000000000000001,0.0,0.0
polled,1.0,0.009000000000000001,0.0,0.0
california,1.0,0.009000000000000001,1.0,0.01
anthony,1.0,0.009000000000000001,1.0,0.004
aggressive,1.0,0.009000000000000001,0.0,0.0
university,1.0,0.008,1.0,0.006999999999999999
tweeted,1.0,0.008,1.0,0.013000000000000001
thursday's,1.0,0.008,1.0,0.004
survivor,1.0,0.008,0.0,0.0
smear,1.0,0.008,1.0,0.016
rally,1.0,0.008,1.0,0.012
protesters,1.0,0.008,1.0,0.008
praised,1.0,0.008,0.0,0.0
participated,1.0,0.008,1.0,0.004
nation's,1.0,0.008,1.0,0.004
media,1.0,0.008,1.0,0.025
interviewed,1.0,0.008,0.0,0.0
dissent,1.0,0.008,0.0,0.0
defending,1.0,0.008,0.0,0.0
criticized,1.0,0.008,1.0,0.005
belligerent,1.0,0.008,0.0,0.0
yorker,1.0,0.006999999999999999,1.0,0.015
right-wing,1.0,0.006999999999999999,0.0,0.0
oppose,1.0,0.006999999999999999,1.0,0.013999999999999999
murkowski,1.0,0.006999999999999999,1.0,0.009000000000000001
justices,1.0,0.006999999999999999,1.0,0.006
initially,1.0,0.006999999999999999,0.0,0.0
emails,1.0,0.006999999999999999,0.0,0.0
dismissed,1.0,0.006999999999999999,1.0,0.002
dianne,1.0,0.006999999999999999,1.0,0.01
court's,1.0,0.006999999999999999,1.0,0.002
conway,1.0,0.006999999999999999,1.0,0.003
calling,1.0,0.006999999999999999,1.0,0.011000000000000001
amy,1.0,0.006999999999999999,1.0,0.002
yearbook,1.0,0.006,1.0,0.002
temperament,1.0,0.006,1.0,0.001
reporting,1.0,0.006,1.0,0.002
repeatedly,1.0,0.006,1.0,0.002
referring,1.0,0.006,1.0,0.004
pushing,1.0,0.006,0.0,0.0
procedural,1.0,0.006,1.0,0.002
president's,1.0,0.006,1.0,0.004
photo,1.0,0.006,0.0,0.0
overturn,1.0,0.006,1.0,0.002
maryland,1.0,0.006,1.0,0.003
lifetime,1.0,0.006,1.0,0.005
lied,1.0,0.006,1.0,0.002
lawmakers,1.0,0.006,1.0,0.011000000000000001
joe,1.0,0.006,1.0,0.011000000000000001
impeachment,1.0,0.006,1.0,0.016
harris,1.0,0.006,1.0,0.005
elevator,1.0,0.006,0.0,0.0
deputy,1.0,0.006,0.0,0.0
constitution,1.0,0.006,1.0,0.01
antonin,1.0,0.006,0.0,0.0
america,1.0,0.006,1.0,0.008
women's,1.0,0.005,1.0,0.001
tv,1.0,0.005,1.0,0.003
topic,1.0,0.005,0.0,0.0
supporters,1.0,0.005,0.0,0.0
slated,1.0,0.005,1.0,0.001
sham,1.0,0.005,1.0,0.003
scotus,1.0,0.005,1.0,0.005
scalia,1.0,0.005,0.0,0.0
rosenstein,1.0,0.005,1.0,0.002
reuters,1.0,0.005,1.0,0.002
refuse,1.0,0.005,0.0,0.0
protections,1.0,0.005,0.0,0.0
prosecutor,1.0,0.005,0.0,0.0
