term,left_bin,left_perc,right_bin,right_perc
harvey weinstein,8.0,0.043,10.0,0.054000000000000006
harassment assault,5.0,0.026000000000000002,4.0,0.021
tarana burke,5.0,0.025,2.0,0.009000000000000001
assault harassment,3.0,0.013999999999999999,3.0,0.012
alyssa milano,3.0,0.012,1.0,0.005
misconduct allegations,2.0,0.009000000000000001,2.0,0.006
brett kavanaugh,2.0,0.009000000000000001,2.0,0.008
los angeles,2.0,0.008,1.0,0.004
harassment abuse,2.0,0.008,2.0,0.009000000000000001
founder tarana,2.0,0.008,1.0,0.003
supreme nominee,2.0,0.006,1.0,0.004
ruth bader,2.0,0.006,0.0,0.0
donald trump,2.0,0.006,2.0,0.008
bader ginsburg,2.0,0.006,0.0,0.0
asia argento,2.0,0.006,3.0,0.011000000000000001
victims harassment,1.0,0.005,1.0,0.003
monica lewinsky,1.0,0.005,1.0,0.003
harassment workplace,1.0,0.005,0.0,0.0
assault allegations,1.0,0.005,2.0,0.006
activist tarana,1.0,0.005,0.0,0.0
vraie vie,1.0,0.004,0.0,0.0
sexually harassed,1.0,0.004,2.0,0.006
sexually assaulted,1.0,0.004,1.0,0.005
réseaux sociaux,1.0,0.004,0.0,0.0
recy taylor,1.0,0.004,0.0,0.0
producer harvey,1.0,0.004,4.0,0.018000000000000002
oscars jimmy,1.0,0.004,0.0,0.0
nominee brett,1.0,0.004,1.0,0.004
media hashtag,1.0,0.004,0.0,0.0
media campaign,1.0,0.004,1.0,0.004
matt lauer,1.0,0.004,2.0,0.009000000000000001
les moonves,1.0,0.004,0.0,0.0
jimmy kimmel,1.0,0.004,1.0,0.004
huffpost c'est,1.0,0.004,0.0,0.0
harassment violence,1.0,0.004,0.0,0.0
harassment misconduct,1.0,0.004,0.0,0.0
c'est vie,1.0,0.004,0.0,0.0
burke founder,1.0,0.004,0.0,0.0
aziz ansari,1.0,0.004,1.0,0.002
woody allen,1.0,0.003,1.0,0.005
weinstein scandal,1.0,0.003,2.0,0.008
weinstein misconduct,1.0,0.003,1.0,0.001
trump mocked,1.0,0.003,0.0,0.0
survivors assault,1.0,0.003,1.0,0.002
