term,left_bin,left_perc,right_bin,right_perc
harassment,10.0,0.655,10.0,0.6629999999999999
allegations,4.0,0.22399999999999998,4.0,0.248
assault,4.0,0.222,3.0,0.163
misconduct,2.0,0.128,3.0,0.133
sexually,2.0,0.127,2.0,0.09699999999999999
accusations,2.0,0.078,2.0,0.08199999999999999
trump,2.0,0.075,1.0,0.046
abuse,2.0,0.069,2.0,0.069
weinstein,1.0,0.064,2.0,0.069
workplace,1.0,0.05,1.0,0.032
resigned,1.0,0.046,1.0,0.036000000000000004
democratic,1.0,0.044000000000000004,0.0,0.0
complaint,1.0,0.042,1.0,0.040999999999999995
harvey,1.0,0.038,1.0,0.034
victims,1.0,0.035,1.0,0.045
inappropriate,1.0,0.034,1.0,0.019
violence,1.0,0.033,1.0,0.03
fox,1.0,0.032,1.0,0.013999999999999999
senate,1.0,0.026000000000000002,1.0,0.026000000000000002
media,1.0,0.026000000000000002,1.0,0.045
republican,1.0,0.025,1.0,0.024
conyers,1.0,0.025,1.0,0.02
rape,1.0,0.024,1.0,0.040999999999999995
lawsuit,1.0,0.024,1.0,0.025
kavanaugh,1.0,0.024,1.0,0.022000000000000002
producer,1.0,0.023,1.0,0.019
congress,1.0,0.023,1.0,0.017
advances,1.0,0.023,1.0,0.015
supreme,1.0,0.022000000000000002,1.0,0.01
staffer,1.0,0.022000000000000002,1.0,0.018000000000000002
o'reilly,1.0,0.022000000000000002,1.0,0.008
discrimination,1.0,0.022000000000000002,1.0,0.022000000000000002
lawmakers,1.0,0.021,1.0,0.04
franken,1.0,0.021,1.0,0.018000000000000002
investigating,1.0,0.02,1.0,0.017
donald,1.0,0.02,1.0,0.011000000000000001
moore,1.0,0.018000000000000002,1.0,0.016
campaign,1.0,0.018000000000000002,1.0,0.021
survivors,1.0,0.017,1.0,0.005
nbc,1.0,0.017,1.0,0.021
john,1.0,0.017,1.0,0.018000000000000002
gender,1.0,0.017,1.0,0.016
washington,1.0,0.016,1.0,0.013000000000000001
scandal,1.0,0.016,1.0,0.023
dozens,1.0,0.016,1.0,0.013000000000000001
cbs,1.0,0.016,1.0,0.005
women's,1.0,0.015,1.0,0.01
reporting,1.0,0.015,1.0,0.011000000000000001
nominee,1.0,0.015,1.0,0.008
lauer,1.0,0.015,1.0,0.013000000000000001
kelly,1.0,0.015,1.0,0.006999999999999999
ford,1.0,0.015,1.0,0.013000000000000001
time's,1.0,0.013999999999999999,1.0,0.011000000000000001
thomas,1.0,0.013999999999999999,1.0,0.005
industries,1.0,0.013999999999999999,1.0,0.004
employers,1.0,0.013999999999999999,0.0,0.0
actresses,1.0,0.013999999999999999,0.0,0.0
unwanted,1.0,0.013000000000000001,1.0,0.013000000000000001
university,1.0,0.013000000000000001,1.0,0.012
anita,1.0,0.013000000000000001,1.0,0.003
twitter,1.0,0.012,1.0,0.006999999999999999
predator,1.0,0.012,1.0,0.017
moonves,1.0,0.012,1.0,0.004
leader,1.0,0.012,1.0,0.008
judge,1.0,0.012,1.0,0.009000000000000001
charlie,1.0,0.012,1.0,0.004
yorker,1.0,0.011000000000000001,1.0,0.008
violations,1.0,0.011000000000000001,1.0,0.002
americans,1.0,0.011000000000000001,0.0,0.0
students,1.0,0.01,1.0,0.018000000000000002
