term,left_bin,left_perc,right_bin,right_perc
sex crimes,10.0,0.488848429677,10.0,0.506673021926
crime and criminals,10.0,0.46973145198,10.0,0.46782650143
motion pictures,7.0,0.3486572599,8.0,0.36582459485200003
television,5.0,0.207555757852,4.0,0.18469971401299998
women,4.0,0.15930814747400002,3.0,0.131792183031
politics and government,3.0,0.120163859809,4.0,0.159199237369
homosexuality,2.0,0.0951297223487,2.0,0.08174451858910001
reviews,2.0,0.07373691397360001,1.0,0.0378932316492
theater,2.0,0.053709604005500004,2.0,0.0557673975214
united states politics and government,2.0,0.0514337733273,2.0,0.07721639656820001
sexual harassment,1.0,0.050523441056000006,1.0,0.0433746425167
news and news media,1.0,0.049613108784699995,2.0,0.060533841754099996
ethics,1.0,0.048247610377799996,1.0,0.0464728312679
biographical information,1.0,0.04597177969959999,2.0,0.07983794089610001
"awards, decorations and honors",1.0,0.0423304506145,1.0,0.0428979980934
computers and the internet,1.0,0.039599453800599996,1.0,0.038608198284100004
media,1.0,0.0345926263086,1.0,0.0388465204957
sex,1.0,0.0336822940373,1.0,0.0345567206864
suits and litigation,1.0,0.0263996358671,1.0,0.030505243088700004
music,1.0,0.0259444697315,1.0,0.0135843660629
discrimination,1.0,0.023668639053299998,1.0,0.0183508102955
academy awards (oscars),1.0,0.0232134729176,1.0,0.021925643470000002
elections,1.0,0.022758306782,1.0,0.0333651096282
"suspensions, dismissals and resignations",1.0,0.022758306782,1.0,0.0157292659676
books and literature,1.0,0.0223031406463,1.0,0.0209723546235
medicine and health,1.0,0.0195721438325,1.0,0.021925643470000002
children and youth,1.0,0.019116977696900003,1.0,0.024785510009499998
child abuse and neglect,1.0,0.0186618115612,1.0,0.026453765490900002
finances,1.0,0.0177514792899,1.0,0.0195424213537
labor,1.0,0.015475648611700001,1.0,0.0126310772164
blacks,1.0,0.0141101502048,1.0,0.0131077216397
festivals,1.0,0.013199817933499999,1.0,0.012869399428
education and schools,1.0,0.011379153391,1.0,0.0116777883699
decisions and verdicts,1.0,0.007737824305869999,1.0,0.006196377502380001
religion and churches,1.0,0.007282658170229999,1.0,0.00834127740705
photography,1.0,0.00546199362767,1.0,0.00428979980934
presidents and presidency (us),1.0,0.00500682749203,1.0,0.010247855100100001
sentences (criminal),1.0,0.00500682749203,1.0,0.00405147759771
law and legislation,1.0,0.004551661356399999,1.0,0.00595805529075
christians and christianity,1.0,0.004551661356399999,1.0,0.00571973307912
colleges and universities,1.0,0.004551661356399999,1.0,0.00571973307912
"armament, defense and military forces",1.0,0.004551661356399999,1.0,0.00905624404194
quotation of the day,1.0,0.004551661356399999,0.0,0.0
comedy and humor,1.0,0.004551661356399999,0.0,0.0
prostitution,1.0,0.00409649522076,1.0,0.012154432793100002
apparel,1.0,0.00409649522076,1.0,0.00738798856053
advertising and marketing,1.0,0.00364132908512,1.0,0.00571973307912
public opinion,1.0,0.00364132908512,0.0,0.0
taxation,1.0,0.00318616294948,1.0,0.0030981887511900004
drug abuse and traffic,1.0,0.00318616294948,1.0,0.00738798856053
international relations,1.0,0.00318616294948,1.0,0.00762631077216
pornography and obscenity,1.0,0.00318616294948,1.0,0.0026215443279299995
parties (social),1.0,0.00318616294948,1.0,0.00285986653956
terrorism,0.0,0.0,1.0,0.00691134413727
united states international relations,0.0,0.0,1.0,0.0047664442326
diseases and conditions,0.0,0.0,1.0,0.00452812202097
recordings (video),0.0,0.0,1.0,0.00428979980934
ratings and rating systems,0.0,0.0,1.0,0.00405147759771
murders and attempted murders,0.0,0.0,1.0,0.00405147759771
travel and vacations,0.0,0.0,1.0,0.00381315538608
jury system,0.0,0.0,1.0,0.00357483317445
presidential elections (us),0.0,0.0,1.0,0.00333651096282
united states armament and defense,0.0,0.0,1.0,0.00333651096282
radio,0.0,0.0,1.0,0.0030981887511900004
airlines and airplanes,0.0,0.0,1.0,0.00285986653956
telephones and telecommunications,0.0,0.0,1.0,0.00285986653956
documentary films and programs,0.0,0.0,1.0,0.00285986653956
privacy,0.0,0.0,1.0,0.0026215443279299995
basketball,0.0,0.0,1.0,0.0026215443279299995
marriages,0.0,0.0,1.0,0.0026215443279299995
appointments and executive changes,0.0,0.0,1.0,0.0023832221163
art,0.0,0.0,1.0,0.0023832221163
accidents and safety,0.0,0.0,1.0,0.0023832221163
food,0.0,0.0,1.0,0.0023832221163
cellular telephones,0.0,0.0,1.0,0.0023832221163
