term,left_bin,left_perc,right_bin,right_perc
weinstein kevin spacey,10.0,0.032,10.0,0.032
harvey weinstein kevin,9.0,0.027000000000000003,10.0,0.03
cards kevin spacey,7.0,0.022000000000000002,6.0,0.017
anthony rapp spacey,6.0,0.017,5.0,0.013000000000000001
kevin spacey sexually,5.0,0.013000000000000001,4.0,0.012
spacey sexually assaulted,4.0,0.012,3.0,0.008
kevin spacey allegations,4.0,0.012,3.0,0.008
kevin spacey misconduct,4.0,0.011000000000000001,4.0,0.011000000000000001
allegations kevin spacey,4.0,0.011000000000000001,6.0,0.018000000000000002
spacey christopher plummer,4.0,0.01,1.0,0.003
lauer kevin spacey,3.0,0.008,1.0,0.003
trek discovery anthony,3.0,0.006999999999999999,4.0,0.01
matt lauer kevin,3.0,0.006999999999999999,1.0,0.003
kevin spacey louis,3.0,0.006999999999999999,2.0,0.005
kevin spacey harassment,3.0,0.006999999999999999,2.0,0.005
kevin spacey christopher,3.0,0.006999999999999999,1.0,0.003
spacey sexually harassed,2.0,0.006,1.0,0.001
spacey sexually assaulting,2.0,0.006,1.0,0.001
sincerest apology inappropriate,2.0,0.006,1.0,0.002
mogul harvey weinstein,2.0,0.006,2.0,0.005
kevin spacey billionaire,2.0,0.006,0.0,0.0
kevin spacey assault,2.0,0.006,2.0,0.005
discovery anthony rapp,2.0,0.006,4.0,0.01
trek anthony rapp,2.0,0.005,1.0,0.001
spacey's frank underwood,2.0,0.005,1.0,0.001
spacey robin wright,2.0,0.005,1.0,0.002
spacey harvey weinstein,2.0,0.005,2.0,0.005
spacey brett ratner,2.0,0.005,1.0,0.002
scott kevin spacey,2.0,0.005,2.0,0.005
rapp's allegations spacey,2.0,0.005,0.0,0.0
rapp kevin spacey,2.0,0.005,3.0,0.006999999999999999
productor harvey weinstein,2.0,0.005,0.0,0.0
plummer kevin spacey,2.0,0.005,2.0,0.005
kevin spacey harvey,2.0,0.005,2.0,0.005
kevin spacey cards,2.0,0.005,3.0,0.006999999999999999
kevin spacey brett,2.0,0.005,1.0,0.002
boston tv anchor,2.0,0.005,0.0,0.0
apology inappropriate drunken,2.0,0.005,1.0,0.002
anthony rapp kevin,2.0,0.005,2.0,0.004
anchor heather unruh,2.0,0.005,0.0,0.0
accusations kevin spacey,2.0,0.005,0.0,0.0
writer jenny hagel,2.0,0.004,0.0,0.0
tv anchor heather,2.0,0.004,0.0,0.0
starring kevin spacey,2.0,0.004,2.0,0.004
spacey unwanted advances,2.0,0.004,1.0,0.002
spacey ridley scott,2.0,0.004,0.0,0.0
spacey misconduct allegations,2.0,0.004,2.0,0.004
spacey matt lauer,2.0,0.004,2.0,0.004
spacey frank underwood,2.0,0.004,0.0,0.0
spacey dustin hoffman,2.0,0.004,1.0,0.002
spacey anthony rapp,2.0,0.004,0.0,0.0
sexually assaulted teenage,2.0,0.004,0.0,0.0
ridley scott kevin,2.0,0.004,2.0,0.005
rapp spacey rapp,2.0,0.004,1.0,0.002
plummer replacing spacey,2.0,0.004,0.0,0.0
owe sincerest apology,2.0,0.004,1.0,0.002
night's kevin spacey,2.0,0.004,1.0,0.003
misconduct kevin spacey,2.0,0.004,2.0,0.004
louis kevin spacey,2.0,0.004,2.0,0.004
kevin spacey robin,2.0,0.004,0.0,0.0
kevin spacey netflix,2.0,0.004,3.0,0.006999999999999999
kevin spacey matt,2.0,0.004,2.0,0.004
kevin spacey kevin,2.0,0.004,0.0,0.0
kevin spacey dustin,2.0,0.004,1.0,0.002
kevin spacey anthony,2.0,0.004,0.0,0.0
kevin spacey accusations,2.0,0.004,0.0,0.0
gore vidal biopic,2.0,0.004,0.0,0.0
co-star kevin spacey,2.0,0.004,0.0,0.0
christopher plummer kevin,2.0,0.004,2.0,0.005
anthony rapp buzzfeed,2.0,0.004,1.0,0.003
anthony rapp alleged,2.0,0.004,3.0,0.006999999999999999
allegations harassment assault,2.0,0.004,1.0,0.003
weinstein matt lauer,1.0,0.003,1.0,0.002
weinstein acusado decenas,1.0,0.003,0.0,0.0
wahlberg michelle williams,1.0,0.003,0.0,0.0
vic theatre london,1.0,0.003,0.0,0.0
tony montana spacey,1.0,0.003,1.0,0.003
spacey vic theatre,1.0,0.003,0.0,0.0
spacey incidents inappropriate,1.0,0.003,0.0,0.0
robin wright cards,1.0,0.003,1.0,0.002
reshot christopher plummer,1.0,0.003,0.0,0.0
reshoots kevin spacey,1.0,0.003,0.0,0.0
ratner john lasseter,1.0,0.003,0.0,0.0
ratner james toback,1.0,0.003,1.0,0.002
rapp alleged spacey,1.0,0.003,3.0,0.008
plummer accusations misconduct,1.0,0.003,0.0,0.0
netflix severed ties,1.0,0.003,0.0,0.0
netflix night's kevin,1.0,0.003,1.0,0.003
netflix kevin spacey,1.0,0.003,1.0,0.003
misconduct allegations kevin,1.0,0.003,1.0,0.003
media netflix night's,1.0,0.003,1.0,0.003
matt lauer garrison,1.0,0.003,0.0,0.0
lauer garrison keillor,1.0,0.003,0.0,0.0
kevin spacey upcoming,1.0,0.003,0.0,0.0
kevin spacey ridley,1.0,0.003,1.0,0.002
kevin spacey alleged,1.0,0.003,0.0,0.0
kevin spacey acusaciones,1.0,0.003,0.0,0.0
kevin setups giggle,1.0,0.003,0.0,0.0
incidents inappropriate behaviour,1.0,0.003,0.0,0.0
inappropriate drunken behaviour,1.0,0.003,0.0,0.0
inappropriate behaviour trek,1.0,0.003,0.0,0.0
heather unruh spacey,1.0,0.003,0.0,0.0
harvey weinstein matt,1.0,0.003,1.0,0.002
harvey weinstein charlie,1.0,0.003,0.0,0.0
harvey weinstein acusado,1.0,0.003,0.0,0.0
fest los angeles,1.0,0.003,0.0,0.0
escaped kevin spacey's,1.0,0.003,2.0,0.004
elgort taron egerton,1.0,0.003,0.0,0.0
christopher plummer accusations,1.0,0.003,0.0,0.0
charlie matt lauer,1.0,0.003,1.0,0.002
buzzfeed anthony rapp,1.0,0.003,1.0,0.003
brett ratner john,1.0,0.003,0.0,0.0
brett ratner james,1.0,0.003,1.0,0.002
billionaire paul getty,1.0,0.003,0.0,0.0
behaviour trek anthony,1.0,0.003,0.0,0.0
behave owe sincerest,1.0,0.003,1.0,0.002
assaulted teenage nantucket,1.0,0.003,0.0,0.0
assaulted kevin spacey,1.0,0.003,0.0,0.0
assault kevin spacey,1.0,0.003,1.0,0.002
apology anthony rapp,1.0,0.003,0.0,0.0
apologized inappropriate drunken,1.0,0.003,0.0,0.0
anthony rapp advances,1.0,0.003,0.0,0.0
ansel elgort taron,1.0,0.003,0.0,0.0
anchor kevin spacey,1.0,0.003,1.0,0.002
