term,left_bin,left_perc,right_bin,right_perc
nominee brett kavanaugh,7.0,0.006999999999999999,10.0,0.01
supreme nominee brett,6.0,0.006,10.0,0.01
lexington herald leader,6.0,0.006,0.0,0.0
allegations harassment assault,6.0,0.006,0.0,0.0
producer harvey weinstein,4.0,0.004,5.0,0.005
mogul harvey weinstein,4.0,0.004,4.0,0.004
harvey weinstein harassment,4.0,0.004,7.0,0.006999999999999999
credible allegations harassment,4.0,0.004,0.0,0.0
christine blasey ford,4.0,0.004,7.0,0.006999999999999999
senate roy moore,3.0,0.003,5.0,0.005
james toback harassment,3.0,0.003,0.0,0.0
harassment harvey weinstein,3.0,0.003,0.0,0.0
harassment assault victims,3.0,0.003,0.0,0.0
allegations misconduct moore,3.0,0.003,0.0,0.0
writer sherman alexie,2.0,0.002,0.0,0.0
workplace discrimination harassment,2.0,0.002,0.0,0.0
weinstein's alleged harassment,2.0,0.002,1.0,0.001
weinstein allegations misconduct,2.0,0.002,0.0,0.0
watchdog reviewing harassment,2.0,0.002,0.0,0.0
victims misconduct ruining,2.0,0.002,0.0,0.0
unspecified ooc harassment,2.0,0.002,0.0,0.0
unite labor hospitality,2.0,0.002,0.0,0.0
trump ridicules victims,2.0,0.002,0.0,0.0
thomas sexually harassed,2.0,0.002,2.0,0.002
sherman alexie harassment,2.0,0.002,0.0,0.0
sexually harassed sexually,2.0,0.002,0.0,0.0
sexually assaulted hotel,2.0,0.002,0.0,0.0
sexually assaulted assault,2.0,0.002,0.0,0.0
sexually abused judge,2.0,0.002,0.0,0.0
settlements victims harassment,2.0,0.002,0.0,0.0
senate workplace harassment,2.0,0.002,0.0,0.0
ridicules victims misconduct,2.0,0.002,0.0,0.0
reviewing harassment assault,2.0,0.002,0.0,0.0
resigned harassment allegations,2.0,0.002,2.0,0.002
republican senate roy,2.0,0.002,0.0,0.0
reporting harassment assault,2.0,0.002,0.0,0.0
reportedly harassment lawsuits,2.0,0.002,0.0,0.0
producer harvey weinstein's,2.0,0.002,0.0,0.0
patrick meehan r-pa,2.0,0.002,0.0,0.0
overhaul congress handles,2.0,0.002,0.0,0.0
ooc harassment gender-related,2.0,0.002,0.0,0.0
minnesota democratic franken,2.0,0.002,0.0,0.0
media harassment assault,2.0,0.002,0.0,0.0
lisa borders ceo,2.0,0.002,0.0,0.0
labor hospitality housekeepers,2.0,0.002,0.0,0.0
kate upton harassment,2.0,0.002,0.0,0.0
kantor co-wrote detailing,2.0,0.002,0.0,0.0
hotline 800-656- online.rainn.org,2.0,0.002,0.0,0.0
hospitality housekeepers harassment,2.0,0.002,0.0,0.0
harvey weinstein's alleged,2.0,0.002,0.0,0.0
harvey weinstein misconduct,2.0,0.002,3.0,0.003
harassment lexington herald,2.0,0.002,0.0,0.0
harassment harassment harassment,2.0,0.002,0.0,0.0
harassment gender discrimination,2.0,0.002,0.0,0.0
harassment contributing disparity,2.0,0.002,0.0,0.0
harassment assault misconduct,2.0,0.002,0.0,0.0
harassment assault dozens,2.0,0.002,0.0,0.0
harassment assault department's,2.0,0.002,0.0,0.0
harassment assault abuse,2.0,0.002,0.0,0.0
harassment allegations clarence,2.0,0.002,0.0,0.0
harassment abuse rape,2.0,0.002,0.0,0.0
harassed sexually assaulted,2.0,0.002,0.0,0.0
gender discrimination harassment,2.0,0.002,0.0,0.0
fox roger ailes,2.0,0.002,0.0,0.0
ford sexually assaulted,2.0,0.002,0.0,0.0
fails pervasive harassment,2.0,0.002,0.0,0.0
ellen brett ratner,2.0,0.002,0.0,0.0
dozens yale students,2.0,0.002,0.0,0.0
discrimination unspecified ooc,2.0,0.002,0.0,0.0
discrimination harassment contributing,2.0,0.002,0.0,0.0
detailing allegations misconduct,2.0,0.002,0.0,0.0
congress handles harassment,2.0,0.002,0.0,0.0
co-wrote detailing allegations,2.0,0.002,0.0,0.0
clarence thomas supreme,2.0,0.002,0.0,0.0
christine blasey ford's,2.0,0.002,2.0,0.002
brett kavanaugh sexually,2.0,0.002,2.0,0.002
assaulted assault hotline,2.0,0.002,0.0,0.0
assault nurse examiner,2.0,0.002,0.0,0.0
assault nonconsensual touching,2.0,0.002,0.0,0.0
assault hotline 800-656-,2.0,0.002,0.0,0.0
assault donald trump,2.0,0.002,0.0,0.0
alyssa milano tweet,2.0,0.002,0.0,0.0
alleged harassment assault,2.0,0.002,0.0,0.0
allegations supreme nominee,2.0,0.002,0.0,0.0
allegations sexually assaulted,2.0,0.002,0.0,0.0
allegations misconduct louis,2.0,0.002,0.0,0.0
allegations harvey weinstein,2.0,0.002,0.0,0.0
allegations harassment surfaced,2.0,0.002,0.0,0.0
allegations harassment misconduct,2.0,0.002,0.0,0.0
allegations harassment harvey,2.0,0.002,0.0,0.0
allegations harassment franken,2.0,0.002,0.0,0.0
allegations harassment abuse,2.0,0.002,0.0,0.0
allegations clarence thomas,2.0,0.002,0.0,0.0
allegations assault harassment,2.0,0.002,0.0,0.0
actress alyssa milano,2.0,0.002,0.0,0.0
zheng churan organizing,1.0,0.001,0.0,0.0
zervos suing defamation,1.0,0.001,0.0,0.0
zervos assault nonconsensual,1.0,0.001,0.0,0.0
zelda perkins harvey,1.0,0.001,0.0,0.0
zawaideh repeatedly sexually,1.0,0.001,0.0,0.0
zarda skydiving instructor,1.0,0.001,0.0,0.0
ywca metropolitan chicago,1.0,0.001,0.0,0.0
yuma lawmaker misconduct,1.0,0.001,0.0,0.0
yu tsai witnessed,1.0,0.001,0.0,0.0
youtube russian troll,1.0,0.001,0.0,0.0
youth-led focused dating,1.0,0.001,0.0,0.0
youth complemented students,1.0,0.001,0.0,0.0
yorker triggered moonves,1.0,0.001,0.0,0.0
yorker revealing accusations,1.0,0.001,0.0,0.0
yorker pulitzer reporting,1.0,0.001,0.0,0.0
yorker nbc correspondent,1.0,0.001,0.0,0.0
yorker motivated witnessing,1.0,0.001,0.0,0.0
yorker kelly's thrived,1.0,0.001,0.0,0.0
yorker detailing allegations,1.0,0.001,0.0,0.0
yorker bombshell subsequently,1.0,0.001,0.0,0.0
yorker allegations assault,1.0,0.001,0.0,0.0
york's lawsuit weinstein,1.0,0.001,0.0,0.0
york's harassment initially,1.0,0.001,0.0,0.0
yoga blissed micah,1.0,0.001,0.0,0.0
yeoh harvey weinstein's,1.0,0.001,0.0,0.0
yelling insults belittling,1.0,0.001,0.0,0.0
yearlong misconduct uncovered,1.0,0.001,0.0,0.0
year's wide-ranging kentucky,1.0,0.001,0.0,0.0
year's flu swine,1.0,0.001,0.0,0.0
yeah alleged harassment,1.0,0.001,0.0,0.0
yale students sterling,1.0,0.001,0.0,0.0
yale students misconduct,1.0,0.001,0.0,0.0
yale students clad,1.0,0.001,0.0,0.0
yale misconduct students,1.0,0.001,0.0,0.0
x-men sexually harassing,1.0,0.001,0.0,0.0
x-men actress ellen,1.0,0.001,0.0,0.0
wynwood miami herald,1.0,0.001,0.0,0.0
wynn resorts 3.5,1.0,0.001,0.0,0.0
wynn republican journal,1.0,0.001,0.0,0.0
wynn donald trump,1.0,0.001,0.0,0.0
www.rollingstone.com megyn kelly,1.0,0.001,0.0,0.0
wrongly zarda orientation,1.0,0.001,0.0,0.0
writer predatory ranged,1.0,0.001,0.0,0.0
wright onscreen kevin,1.0,0.001,0.0,0.0
wrestling coaches sexually,1.0,0.001,0.0,0.0
wrestling coaches catholic,1.0,0.001,0.0,0.0
wrestler sexually verbally,1.0,0.001,0.0,0.0
wrenching misconduct judicial,1.0,0.001,0.0,0.0
worthwhile representation tribal,1.0,0.001,0.0,0.0
worsened media mounting,1.0,0.001,0.0,0.0
world's victimized misconduct,1.0,0.001,0.0,0.0
world's endured violence,1.0,0.001,0.0,0.0
workplaces spaces online,1.0,0.001,0.0,0.0
workplaces assault victims,1.0,0.001,0.0,0.0
workplaces _blank _blank,1.0,0.001,0.0,0.0
workplace unfolding discourse,1.0,0.001,0.0,0.0
workplace sexually assaulted,1.0,0.001,0.0,0.0
workplace protections harassment,1.0,0.001,0.0,0.0
workplace organizational transparent,1.0,0.001,0.0,0.0
workplace judiciary judiciary,1.0,0.001,0.0,0.0
workplace industries silenced,1.0,0.001,0.0,0.0
workplace harassment significantly,1.0,0.001,0.0,0.0
workplace harassment sectors,1.0,0.001,0.0,0.0
workplace harassment researchers,1.0,0.001,0.0,0.0
workplace harassment pic.twitter.com/qhu4y34v98,1.0,0.001,0.0,0.0
workplace harassment leon,1.0,0.001,0.0,0.0
workplace harassment industries,1.0,0.001,0.0,0.0
workplace harassment gender,1.0,0.001,0.0,0.0
workplace harassment forcible,1.0,0.001,0.0,0.0
workplace harassment discrimination,1.0,0.001,0.0,0.0
workplace harassment assault,1.0,0.001,0.0,0.0
workplace harassment allegations,1.0,0.001,0.0,0.0
workplace gender discrimination,1.0,0.001,0.0,0.0
workplace fostered discrimination,1.0,0.001,0.0,0.0
workplace experiencing harassment,1.0,0.001,0.0,0.0
workplace disputes resolve,1.0,0.001,0.0,0.0
workplace discomfort harassment,1.0,0.001,0.0,0.0
workplace crush criminal,1.0,0.001,0.0,0.0
workplace capitol thomas,1.0,0.001,0.0,0.0
workplace campus rental,1.0,0.001,0.0,0.0
workplace assault harassment,1.0,0.001,0.0,0.0
workforce right-wingers contort,1.0,0.001,0.0,0.0
woody allen's kelly,1.0,0.001,0.0,0.0
wonders mary blige,1.0,0.001,0.0,0.0
women's spectrum gender-related,1.0,0.001,0.0,0.0
women's sexism harassment,1.0,0.001,0.0,0.0
women's nurse practitioner,1.0,0.001,0.0,0.0
women's injustice platforms,1.0,0.001,0.0,0.0
women's healthcare headlines,1.0,0.001,0.0,0.0
women's harassment rape,1.0,0.001,0.0,0.0
women's harassment assault,1.0,0.001,0.0,0.0
women's empowerment tokyo,1.0,0.001,0.0,0.0
women's caucus harassment,1.0,0.001,0.0,0.0
women's bathroom masturbated,1.0,0.001,0.0,0.0
women's academy workplace,1.0,0.001,0.0,0.0
woman's sexuality extends,1.0,0.001,0.0,0.0
woman's dresses invite,1.0,0.001,0.0,0.0
wolf cc bullying,1.0,0.001,0.0,0.0
woke unnamed cnn,1.0,0.001,0.0,0.0
wnba lisa borders,1.0,0.001,0.0,0.0
witnessing schneiderman vocal,1.0,0.001,0.0,0.0
witnessed harassment upton,1.0,0.001,0.0,0.0
witnessed degrading insinuations,1.0,0.001,0.0,0.0
withstood barrage photos,1.0,0.001,0.0,0.0
witherspoon shonda rhimes,1.0,0.001,0.0,0.0
witherspoon globes harassment,1.0,0.001,0.0,0.0
withdraw nomination supreme,1.0,0.001,0.0,0.0
wired website flu,1.0,0.001,0.0,0.0
wilted lettuce predator,1.0,0.001,0.0,0.0
willingness begging campaign,1.0,0.001,0.0,0.0
willingly ofcourse disgusting,1.0,0.001,0.0,0.0
willingly harassment assault,1.0,0.001,0.0,0.0
williams volunteered reshoot,1.0,0.001,0.0,0.0
williams nhl assault,1.0,0.001,0.0,0.0
william allen foundation,1.0,0.001,0.0,0.0
wilholt spares hoover,1.0,0.001,0.0,0.0
wieseltier longtime slew,1.0,0.001,0.0,0.0
wieseltier citing tolerance,1.0,0.001,0.0,0.0
wide-ranging kentucky investigative,1.0,0.001,0.0,0.0
whopping harassment lawsuits,1.0,0.001,0.0,0.0
who've wronged hurt,1.0,0.001,0.0,0.0
who've negligent responding,1.0,0.001,0.0,0.0
who've exploitation shifted,1.0,0.001,0.0,0.0
white's bandmate lena,1.0,0.001,0.0,0.0
whistle uber's toxic,1.0,0.001,0.0,0.0
whispers whatsapp redacted,1.0,0.001,0.0,0.0
whisper outlet inappropriate,1.0,0.001,0.0,0.0
whisper bravery harassers,1.0,0.001,0.0,0.0
