term,left_bin,left_perc,right_bin,right_perc
politics and government,10.0,0.7429971022490001,10.0,0.774741368565
crime and criminals,7.0,0.47488615978999993,6.0,0.420914869749
sex crimes,6.0,0.445839657789,5.0,0.37115168889399996
united states politics and government,6.0,0.411756588933,6.0,0.42829988782300005
elections,3.0,0.18304125845199998,3.0,0.194690265487
appointments and executive changes,2.0,0.153373809852,3.0,0.156518758569
women,2.0,0.129087898441,1.0,0.0768415804562
ethics,2.0,0.119704705395,2.0,0.114015954132
education and schools,1.0,0.0665792741824,1.0,0.062165025551500004
biographical information,1.0,0.0517455498827,1.0,0.047052224853499997
courts,1.0,0.050848627018099994,1.0,0.0484232830612
news and news media,1.0,0.0422243687043,1.0,0.06655864389880001
judges,1.0,0.0406375051746,1.0,0.0377664215381
abortion,1.0,0.040568511108,1.0,0.0335909260875
law and legislation,1.0,0.0403615289085,1.0,0.038794715193800004
suits and litigation,1.0,0.0330481578584,1.0,0.028667580705499997
presidents and presidency (us),1.0,0.031599282461700004,1.0,0.0402904150567
medicine and health,1.0,0.030633365530599997,1.0,0.024492085254900004
television,1.0,0.0295984545329,1.0,0.0330300386389
media,1.0,0.0293224782669,1.0,0.045805808301099996
computers and the internet,1.0,0.0289085138678,1.0,0.035522871743699995
finances,1.0,0.025182834276299998,1.0,0.027483484980700003
blacks,1.0,0.0248378639437,1.0,0.0201296273215
colleges and universities,1.0,0.0238719470126,1.0,0.0217188084258
decisions and verdicts,1.0,0.020422243686999998,1.0,0.0133989779384
discrimination,1.0,0.0185594038913,1.0,0.011435871868399998
demonstrations and riots,1.0,0.018145439492200002,1.0,0.0311292533965
books and literature,1.0,0.0164205878294,1.0,0.0100959740745
children and youth,1.0,0.0163515937629,1.0,0.010033653246899999
quotation of the day,1.0,0.015661653097800002,1.0,0.005733516141089999
public opinion,1.0,0.013729819235499999,1.0,0.014458432008
presidential elections (us),1.0,0.013660825169,1.0,0.0181353608376
homosexuality,1.0,0.013453842969500002,1.0,0.00766546179733
editorials,1.0,0.01324686077,1.0,0.007790103452569999
legal profession,1.0,0.0130398785704,1.0,0.0127757696622
international relations,1.0,0.0118669794398,1.0,0.010968465661200001
religion and churches,1.0,0.0115220091072,1.0,0.012588807179399999
"armament, defense and military forces",1.0,0.00945218711191,1.0,0.00944160538452
