term,left_bin,left_perc,right_bin,right_perc
supreme nominee brett,10.0,0.075,10.0,0.07
nominee brett kavanaugh,10.0,0.073,10.0,0.068
christine blasey ford,9.0,0.066,8.0,0.055999999999999994
judge brett kavanaugh,4.0,0.027000000000000003,8.0,0.055999999999999994
brett kavanaugh supreme,4.0,0.024,4.0,0.023
kavanaugh sexually assaulted,3.0,0.016,3.0,0.017
brett kavanaugh sexually,2.0,0.009000000000000001,2.0,0.008
senate leader mitch,2.0,0.008,1.0,0.006
leader mitch mcconnell,2.0,0.008,1.0,0.006
brett kavanaugh assault,2.0,0.008,1.0,0.006999999999999999
blasey ford testify,2.0,0.008,1.0,0.002
accuser christine blasey,2.0,0.008,2.0,0.009000000000000001
nomination brett kavanaugh,1.0,0.006999999999999999,1.0,0.005
kavanaugh's nomination senate,1.0,0.006999999999999999,1.0,0.002
kavanaugh christine blasey,1.0,0.006999999999999999,2.0,0.009000000000000001
christine blasey ford's,1.0,0.006999999999999999,1.0,0.004
trump's supreme nominee,1.0,0.006,2.0,0.013000000000000001
professor christine blasey,1.0,0.006,1.0,0.003
lexington herald leader,1.0,0.006,0.0,0.0
brett kavanaugh senate,1.0,0.006,1.0,0.006
blasey ford kavanaugh,1.0,0.006,1.0,0.006
allegations brett kavanaugh,1.0,0.006,1.0,0.002
testify senate judiciary,1.0,0.005,1.0,0.002
supreme nominee judge,1.0,0.005,2.0,0.008
nominee judge brett,1.0,0.005,2.0,0.008
kavanaugh senate judiciary,1.0,0.005,1.0,0.004
judge brett kavanaugh's,1.0,0.005,1.0,0.006999999999999999
ford testify senate,1.0,0.005,0.0,0.0
confirmation brett kavanaugh,1.0,0.005,1.0,0.004
brett kavanaugh's nomination,1.0,0.005,1.0,0.004
brett kavanaugh's confirmation,1.0,0.005,1.0,0.003
assault supreme nominee,1.0,0.005,1.0,0.002
allegations supreme nominee,1.0,0.005,2.0,0.01
supreme nomination brett,1.0,0.004,1.0,0.001
supreme brett kavanaugh,1.0,0.004,2.0,0.011000000000000001
palo alto university,1.0,0.004,0.0,0.0
nominee brett kavanaugh's,1.0,0.004,1.0,0.004
kavanaugh accuser christine,1.0,0.004,1.0,0.005
judiciary kavanaugh's nomination,1.0,0.004,0.0,0.0
ford judge kavanaugh,1.0,0.004,1.0,0.002
fbi supreme nominee,1.0,0.004,0.0,0.0
donald trump's nominee,1.0,0.004,0.0,0.0
confirm brett kavanaugh,1.0,0.004,1.0,0.003
brett kavanaugh fbi,1.0,0.004,0.0,0.0
brett kavanaugh donald,1.0,0.004,1.0,0.003
trump's nominee supreme,1.0,0.003,1.0,0.002
trump supreme nominee,1.0,0.003,1.0,0.005
trump brett kavanaugh,1.0,0.003,1.0,0.002
sexually assaulted teens,1.0,0.003,1.0,0.002
sexually assaulted teenagers,1.0,0.003,1.0,0.004
senate judiciary kavanaugh,1.0,0.003,1.0,0.004
republicans christine blasey,1.0,0.003,0.0,0.0
overturn roe wade,1.0,0.003,1.0,0.003
mitch mcconnell r-ky,1.0,0.003,1.0,0.004
misconduct allegations kavanaugh,1.0,0.003,0.0,0.0
kavanaugh's georgetown prep,1.0,0.003,0.0,0.0
kavanaugh spike punch,1.0,0.003,0.0,0.0
kavanaugh sexually assaulting,1.0,0.003,1.0,0.002
kavanaugh senate confirmation,1.0,0.003,0.0,0.0
kavanaugh roe wade,1.0,0.003,1.0,0.003
kavanaugh georgetown prep,1.0,0.003,0.0,0.0
kavanaugh donald trump's,1.0,0.003,1.0,0.002
judge kavanaugh spike,1.0,0.003,0.0,0.0
jeff flake r-az,1.0,0.003,1.0,0.002
jeff flake arizona,1.0,0.003,0.0,0.0
ford supreme nominee,1.0,0.003,1.0,0.005
donald trump brett,1.0,0.003,0.0,0.0
democrats brett kavanaugh,1.0,0.003,0.0,0.0
brett kavanaugh's supreme,1.0,0.003,1.0,0.004
brett kavanaugh accuser,1.0,0.003,1.0,0.004
blasey ford supreme,1.0,0.003,1.0,0.005
alto university professor,1.0,0.003,0.0,0.0
allegation christine blasey,1.0,0.003,0.0,0.0
yorker's ronan farrow,1.0,0.002,0.0,0.0
witnessed semi-hostile defusing,1.0,0.002,0.0,0.0
vulnerable invasions privacy,1.0,0.002,0.0,0.0
trump fbi kavanaugh,1.0,0.002,0.0,0.0
testifies senate judiciary,1.0,0.002,0.0,0.0
testified senate judiciary,1.0,0.002,1.0,0.002
testified oath rape,1.0,0.002,0.0,0.0
susan collins r-maine,1.0,0.002,1.0,0.002
susan collins maine,1.0,0.002,1.0,0.001
supreme nominee kavanaugh,1.0,0.002,0.0,0.0
supreme confirmation hearings,1.0,0.002,1.0,0.001
spike punch inhibitions,1.0,0.002,0.0,0.0
socialized brett witnessed,1.0,0.002,0.0,0.0
sexually assaulted supreme,1.0,0.002,0.0,0.0
sexually assaulted kavanaugh,1.0,0.002,1.0,0.001
senate kavanaugh's misconduct,1.0,0.002,0.0,0.0
senate judiciary judge,1.0,0.002,1.0,0.001
senate judiciary allegations,1.0,0.002,0.0,0.0
senate judiciary allegation,1.0,0.002,0.0,0.0
senate democratic leader,1.0,0.002,0.0,0.0
senate brett kavanaugh's,1.0,0.002,0.0,0.0
semi-hostile defusing throwing,1.0,0.002,0.0,0.0
sarah huckabee sanders,1.0,0.002,0.0,0.0
ronan farrow jane,1.0,0.002,0.0,0.0
republicans kavanaugh's confirmation,1.0,0.002,0.0,0.0
republican susan collins,1.0,0.002,1.0,0.002
republican senate judiciary,1.0,0.002,1.0,0.002
repeatedly aggressive questioners,1.0,0.002,0.0,0.0
purposely socialized brett,1.0,0.002,0.0,0.0
palo alto professor,1.0,0.002,0.0,0.0
notably drinker aggressive,1.0,0.002,0.0,0.0
nominee anthony kennedy,1.0,0.002,0.0,0.0
nomination lifetime nation's,1.0,0.002,0.0,0.0
murkowski r-alaska joe,1.0,0.002,0.0,0.0
misconduct anyone's vulnerable,1.0,0.002,0.0,0.0
lisa murkowski r-alaska,1.0,0.002,0.0,0.0
lisa murkowski kavanaugh,1.0,0.002,0.0,0.0
lisa murkowski alaska,1.0,0.002,0.0,0.0
leader brett kavanaugh,1.0,0.002,0.0,0.0
kavanaugh's yale roommate,1.0,0.002,0.0,0.0
kavanaugh's supreme nomination,1.0,0.002,0.0,0.0
kavanaugh's supreme confirmation,1.0,0.002,1.0,0.002
kavanaugh's nomination supreme,1.0,0.002,1.0,0.004
kavanaugh's nomination lifetime,1.0,0.002,0.0,0.0
kavanaugh's nomination fbi,1.0,0.002,0.0,0.0
kavanaugh's misconduct anyone's,1.0,0.002,0.0,0.0
kavanaugh's george bush,1.0,0.002,0.0,0.0
kavanaugh's alleged misconduct,1.0,0.002,0.0,0.0
kavanaugh's accuser christine,1.0,0.002,1.0,0.003
kavanaugh withdraw nomination,1.0,0.002,0.0,0.0
kavanaugh trail supreme,1.0,0.002,0.0,0.0
kavanaugh testifies senate,1.0,0.002,0.0,0.0
kavanaugh testified senate,1.0,0.002,0.0,0.0
kavanaugh supreme senate,1.0,0.002,0.0,0.0
kavanaugh supreme nomination,1.0,0.002,0.0,0.0
kavanaugh supreme confirmation,1.0,0.002,0.0,0.0
kavanaugh suprema corte,1.0,0.002,0.0,0.0
kavanaugh snubs parkland,1.0,0.002,0.0,0.0
kavanaugh republican conservative,1.0,0.002,0.0,0.0
kavanaugh raymond kethledge,1.0,0.002,1.0,0.004
kavanaugh presidents distracted,1.0,0.002,0.0,0.0
kavanaugh lexington herald,1.0,0.002,0.0,0.0
kavanaugh confirmation hearings,1.0,0.002,1.0,0.005
kavanaugh assault rape,1.0,0.002,0.0,0.0
juez brett kavanaugh,1.0,0.002,0.0,0.0
judge kavanaugh's confirmation,1.0,0.002,0.0,0.0
judge kavanaugh supreme,1.0,0.002,1.0,0.005
james roche kavanaugh's,1.0,0.002,0.0,0.0
independent senate brett,1.0,0.002,0.0,0.0
independent counsel kenneth,1.0,0.002,0.0,0.0
herald leader supreme,1.0,0.002,0.0,0.0
herald leader donald,1.0,0.002,0.0,0.0
heidi heitkamp d-n,1.0,0.002,0.0,0.0
fox jeanine pirro,1.0,0.002,0.0,0.0
ford university professor,1.0,0.002,0.0,0.0
ford palo alto,1.0,0.002,0.0,0.0
ford kavanaugh testify,1.0,0.002,0.0,0.0
ford kavanaugh assaulted,1.0,0.002,0.0,0.0
ford brett kavanaugh,1.0,0.002,0.0,0.0
ford allegations kavanaugh,1.0,0.002,0.0,0.0
ford accusing kavanaugh,1.0,0.002,0.0,0.0
flake kavanaugh's nomination,1.0,0.002,1.0,0.002
fbi kavanaugh accusers,1.0,0.002,0.0,0.0
fbi brett kavanaugh,1.0,0.002,1.0,0.002
farrow jane mayer,1.0,0.002,0.0,0.0
drunken kavanaugh pinned,1.0,0.002,0.0,0.0
drinker aggressive belligerent,1.0,0.002,0.0,0.0
donald trump's supreme,1.0,0.002,1.0,0.006
donald trump kavanaugh,1.0,0.002,0.0,0.0
district columbia circuit,1.0,0.002,0.0,0.0
dianne feinstein d-calif,1.0,0.002,0.0,0.0
defusing throwing man's,1.0,0.002,0.0,0.0
defiant supreme nominee,1.0,0.002,0.0,0.0
deborah ramirez yorker,1.0,0.002,0.0,0.0
deborah ramirez kavanaugh's,1.0,0.002,0.0,0.0
counsel kenneth starr,1.0,0.002,0.0,0.0
conservative judicial crisis,1.0,0.002,0.0,0.0
confidentially senate kavanaugh's,1.0,0.002,0.0,0.0
coney barrett thomas,1.0,0.002,0.0,0.0
christine blasey blah'-zee,1.0,0.002,0.0,0.0
brett witnessed semi-hostile,1.0,0.002,0.0,0.0
brett notably drinker,1.0,0.002,0.0,0.0
brett kavanaugh's judge,1.0,0.002,0.0,0.0
brett kavanaugh's georgetown,1.0,0.002,0.0,0.0
brett kavanaugh yale,1.0,0.002,0.0,0.0
brett kavanaugh testifies,1.0,0.002,0.0,0.0
brett kavanaugh snubs,1.0,0.002,0.0,0.0
brett kavanaugh republicans,1.0,0.002,0.0,0.0
brett kavanaugh republican,1.0,0.002,0.0,0.0
brett kavanaugh misconduct,1.0,0.002,1.0,0.004
brett kavanaugh conservatives,1.0,0.002,0.0,0.0
brett kavanaugh confirmation,1.0,0.002,2.0,0.01
brett kavanaugh christine,1.0,0.002,1.0,0.005
brett kavanaugh arguments,1.0,0.002,0.0,0.0
blasey ford's allegations,1.0,0.002,0.0,0.0
blasey ford university,1.0,0.002,0.0,0.0
blasey ford testified,1.0,0.002,1.0,0.002
blasey ford palo,1.0,0.002,0.0,0.0
blasey ford brett,1.0,0.002,1.0,0.002
blasey ford allegations,1.0,0.002,0.0,0.0
blasey ford accusing,1.0,0.002,0.0,0.0
blasey blah'-zee ford,1.0,0.002,0.0,0.0
barrett thomas hardiman,1.0,0.002,1.0,0.002
assaulted supreme nominee,1.0,0.002,0.0,0.0
assaulted kavanaugh yale,1.0,0.002,0.0,0.0
assault ford kavanaugh,1.0,0.002,0.0,0.0
assault allegations supreme,1.0,0.002,1.0,0.006
appeals district columbia,1.0,0.002,1.0,0.002
anyone's vulnerable invasions,1.0,0.002,0.0,0.0
amy coney barrett,1.0,0.002,1.0,0.004
allegedly sexually assaulted,1.0,0.002,0.0,0.0
allegations kavanaugh rape,1.0,0.002,0.0,0.0
allegations assault supreme,1.0,0.002,0.0,0.0
allegations assault misconduct,1.0,0.002,0.0,0.0
