term,left_bin,left_perc,right_bin,right_perc
kevin spacey,10.0,0.44299999999999995,10.0,0.419
anthony rapp,2.0,0.083,2.0,0.061
harvey weinstein,2.0,0.06,2.0,0.063
christopher plummer,1.0,0.038,1.0,0.026000000000000002
kevin spacey's,1.0,0.032,1.0,0.016
spacey sexually,1.0,0.03,1.0,0.019
spacey allegations,1.0,0.03,1.0,0.025
rapp spacey,1.0,0.027999999999999997,1.0,0.027999999999999997
weinstein kevin,1.0,0.025,1.0,0.04
netflix cards,1.0,0.022000000000000002,1.0,0.016
sexually assaulted,1.0,0.02,1.0,0.012
matt lauer,1.0,0.02,1.0,0.013999999999999999
allegations spacey,1.0,0.02,1.0,0.013999999999999999
robin wright,1.0,0.019,1.0,0.011000000000000001
spacey misconduct,1.0,0.018000000000000002,1.0,0.023
allegations kevin,1.0,0.018000000000000002,1.0,0.009000000000000001
paul getty,1.0,0.017,1.0,0.015
cards kevin,1.0,0.017,1.0,0.02
assault allegations,1.0,0.017,1.0,0.006
spacey rapp,1.0,0.016,1.0,0.009000000000000001
misconduct allegations,1.0,0.016,1.0,0.017
ridley scott,1.0,0.015,1.0,0.015
los angeles,1.0,0.015,1.0,0.019
spacey cards,1.0,0.013000000000000001,1.0,0.012
harassment assault,1.0,0.013000000000000001,1.0,0.013999999999999999
spacey louis,1.0,0.012,1.0,0.006
brett ratner,1.0,0.012,1.0,0.012
rapp alleged,1.0,0.011000000000000001,1.0,0.011000000000000001
spacey assault,1.0,0.01,1.0,0.015
inappropriate drunken,1.0,0.01,1.0,0.003
frank underwood,1.0,0.01,1.0,0.01
cards spacey,1.0,0.01,1.0,0.004
trek discovery,1.0,0.009000000000000001,1.0,0.015
spacey netflix,1.0,0.009000000000000001,1.0,0.006999999999999999
spacey harvey,1.0,0.009000000000000001,1.0,0.002
james toback,1.0,0.009000000000000001,1.0,0.006999999999999999
buzzfeed spacey,1.0,0.009000000000000001,1.0,0.003
alleged spacey,1.0,0.009000000000000001,1.0,0.01
trek anthony,1.0,0.008,1.0,0.002
tony montana,1.0,0.008,1.0,0.004
spacey christopher,1.0,0.008,1.0,0.008
rapp buzzfeed,1.0,0.008,0.0,0.0
heather unruh,1.0,0.008,1.0,0.005
gore vidal,1.0,0.008,1.0,0.006
claire underwood,1.0,0.008,1.0,0.004
tv anchor,1.0,0.006999999999999999,1.0,0.005
spacey harassment,1.0,0.006999999999999999,1.0,0.013000000000000001
spacey anthony,1.0,0.006999999999999999,1.0,0.006
rapp's allegations,1.0,0.006999999999999999,1.0,0.002
donald trump,1.0,0.006999999999999999,0.0,0.0
discovery anthony,1.0,0.006999999999999999,1.0,0.01
allegations misconduct,1.0,0.006999999999999999,1.0,0.006
spacey twitter,1.0,0.006,1.0,0.005
spacey groped,1.0,0.006,1.0,0.005
spacey apologized,1.0,0.006,1.0,0.009000000000000001
spacey advances,1.0,0.006,1.0,0.011000000000000001
sexually harassing,1.0,0.006,1.0,0.003
roberto cavazos,1.0,0.006,1.0,0.006
ridley scott's,1.0,0.006,1.0,0.009000000000000001
richard dreyfuss,1.0,0.006,1.0,0.003
productor harvey,1.0,0.006,0.0,0.0
michelle williams,1.0,0.006,1.0,0.004
louis kevin,1.0,0.006,0.0,0.0
jeffrey tambor,1.0,0.006,1.0,0.003
charlie matt,1.0,0.006,1.0,0.002
bryan singer,1.0,0.006,0.0,0.0
accusations misconduct,1.0,0.006,1.0,0.002
weinstein scandal,1.0,0.005,0.0,0.0
unwanted advances,1.0,0.005,1.0,0.006
spacey vic,1.0,0.005,1.0,0.004
spacey unwanted,1.0,0.005,1.0,0.004
spacey seduce,1.0,0.005,1.0,0.006
